Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.02.20 23:20
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-12) ** Tampa International Ap FL USA TMY3 WMO#=722110

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over         0.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,0.00,0.00,0.00
,Net Site Energy,0.00,0.00,0.00
,Total Source Energy,0.00,0.00,0.00
,Net Source Energy,0.00,0.00,0.00


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,10200.00
,Net Conditioned Building Area,9946.10
,Unconditioned Building Area,253.90


End Uses

,,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,1FXRECEPTION:ZONE1_CEILING_1_1_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,97.46,97.46,212.00,0.00,
,1FXACCEEORYROOM:ZONE1_FLOOR_0_0_10030,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,26.01,26.01,32.00,180.00,
,1FXACCEEORYROOM:ZONE1_FLOOR_0_0_10034,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,58.53,58.53,32.00,180.00,
,1FXACCEEORYROOM:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,97.50,97.50,212.00,0.00,
,1FXHALL:ZONE1_FLOOR_0_0_10005,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,7.00,7.00,32.00,180.00,
,1FXHALL:ZONE1_FLOOR_0_0_10017,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,52.00,52.00,32.00,180.00,
,1FXHALL:ZONE1_FLOOR_0_0_10018,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,112.00,112.00,32.00,180.00,
,1FXHALL:ZONE1_FLOOR_0_0_10037,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,390.00,390.00,32.00,180.00,
,1FXHALL:ZONE1_CEILING_1_1_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,214.50,214.50,212.00,0.00,
,1FXHALL:ZONE1_CEILING_1_2_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,214.50,214.50,212.00,0.00,
,1FXLECTUREHALL:ZONE2_FLOOR_0_0_10003,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,42.00,42.00,32.00,180.00,
,1FXLECTUREHALL:ZONE2_FLOOR_0_0_10035,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,156.00,156.00,32.00,180.00,
,1FXLECTUREHALL:ZONE2_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,99.75,99.75,212.00,0.00,
,1FXLECTUREHALL:ZONE2_CEILING_1_1_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,21.00,21.00,212.00,0.00,
,1FXLECTUREHALL:ZONE2_CEILING_1_2_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,52.50,52.50,212.00,0.00,
,1FXLECTUREXRESTROOM:RESTROOM_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,52.00,52.00,32.00,90.00,N
,1FXLECTUREXRESTROOM:RESTROOM_FLOOR_0_0_10001,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,30.00,30.00,32.00,180.00,
,1FXLECTUREXRESTROOM:RESTROOM_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,26.25,26.25,212.00,0.00,
,1FXLECTUREXRESTROOM:LECTURE_PARTITION_5_0_10050,PROJECT PARTITION_REV,0.50,1.696,2.857,52.00,52.00,212.00,90.00,S
,1FXLECTUREXRESTROOM:LECTURE_FLOOR_0_0_10002,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,89.96,89.96,32.00,180.00,
,1FXLECTUREXRESTROOM:LECTURE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,78.72,78.72,212.00,0.00,
,1FXACCESSORYROOM:ZONE1_FLOOR_0_0_10000,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,78.04,78.04,32.00,180.00,
,1FXACCESSORYROOM:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,78.75,78.75,212.00,0.00,
,1FXOFFICE:ZONE1_FLOOR_0_0_10004,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,13.01,13.01,32.00,180.00,
,1FXOFFICE:ZONE1_FLOOR_0_0_10016,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,201.60,201.60,32.00,180.00,
,1FXOFFICE:ZONE1_FLOOR_0_0_10031,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,6.50,6.50,32.00,180.00,
,1FXOFFICE:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,97.50,97.50,212.00,0.00,
,1FXOFFICE:ZONE1_CEILING_1_1_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,97.50,97.50,212.00,0.00,
,1FXSERVICEROOM:ZONE1_FLOOR_0_0_10009,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,72.00,72.00,32.00,180.00,
,1FXSERVICEROOM:ZONE1_FLOOR_0_0_10014,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,7.97,7.97,32.00,180.00,
,2FXLAB:ZONE1_FLOOR_0_0_10052,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,78.75,78.75,32.00,180.00,
,2FXLAB:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,78.75,78.75,212.00,0.00,
,2FXLABXRESTROOM:RESTROOM_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,42.00,42.00,32.00,90.00,N
,2FXLABXRESTROOM:RESTROOM_FLOOR_0_0_10049,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,26.25,26.25,32.00,180.00,
,2FXLABXRESTROOM:RESTROOM_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,26.25,26.25,212.00,0.00,
,2FXLABXRESTROOM:LAB_PARTITION_5_0_10057,PROJECT PARTITION_REV,0.50,1.696,2.857,42.00,42.00,212.00,90.00,S
,2FXLABXRESTROOM:LAB_FLOOR_0_0_10051,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,78.72,78.72,32.00,180.00,
,2FXLABXRESTROOM:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,78.72,78.72,212.00,0.00,
,2FXOFFICEXLAB:OFFICE_PARTITION_2_0_0,PROJECT PARTITION_REV,0.50,1.696,2.857,12.00,12.00,32.00,90.00,N
,2FXOFFICEXLAB:OFFICE_PARTITION_3_0_0,PROJECT PARTITION,0.50,1.696,2.857,30.00,30.00,32.00,90.00,N
,2FXOFFICEXLAB:OFFICE_FLOOR_0_0_10046,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,99.75,99.75,32.00,180.00,
,2FXOFFICEXLAB:OFFICE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,99.75,99.75,212.00,0.00,
,2FXOFFICEXLAB:AC_PARTITION_5_0_10060,PROJECT PARTITION,0.50,1.696,2.857,12.00,12.00,212.00,90.00,S
,2FXOFFICEXLAB:AC_PARTITION_4_0_0,PROJECT PARTITION,0.50,1.696,2.857,28.00,28.00,302.00,90.00,W
,2FXOFFICEXLAB:AC_FLOOR_0_0_10047,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,21.00,21.00,32.00,180.00,
,2FXOFFICEXLAB:AC_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,21.00,21.00,212.00,0.00,
,2FXOFFICEXLAB:LAB_PARTITION_5_0_10061,PROJECT PARTITION_REV,0.50,1.696,2.857,30.00,30.00,212.00,90.00,S
,2FXOFFICEXLAB:LAB_PARTITION_2_0_10063,PROJECT PARTITION_REV,0.50,1.696,2.857,28.00,28.00,122.00,90.00,E
,2FXOFFICEXLAB:LAB_FLOOR_0_0_10048,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,52.50,52.50,32.00,180.00,
,2FXOFFICEXLAB:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,52.50,52.50,212.00,0.00,
,2FXMEETINGROOM:ZONE1_FLOOR_0_0_10053,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,97.50,97.50,32.00,180.00,
,2FXMEETINGROOM:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,97.50,97.50,212.00,0.00,
,2FXOFFICEXAC:OFFICE_FLOOR_0_0_10045,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,214.50,214.50,32.00,180.00,
,2FXOFFICEXAC:OFFICE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,227.50,227.50,212.00,0.00,
,2FXLABXRESTROOM1:RESTROOM_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,58.00,58.00,32.00,90.00,N
,2FXLABXRESTROOM1:RESTROOM_FLOOR_0_0_10041,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,32.50,32.50,32.00,180.00,
,2FXLABXRESTROOM1:RESTROOM_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,36.25,36.25,212.00,0.00,
,2FXLABXRESTROOM1:LAB_PARTITION_5_0_10068,PROJECT PARTITION_REV,0.50,1.696,2.857,58.00,58.00,212.00,90.00,S
,2FXLABXRESTROOM1:LAB_FLOOR_0_0_10042,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,97.46,97.46,32.00,180.00,
,2FXLABXRESTROOM1:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,108.70,108.70,212.00,0.00,
,2FXLAB1:ZONE1_FLOOR_0_0_10043,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,97.50,97.50,32.00,180.00,
,2FXLAB1:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,108.75,108.75,212.00,0.00,
,2FXOFFICEXLABQ1:OFFICE_PARTITION_2_0_0,PROJECT PARTITION_REV,0.50,1.696,2.857,12.00,12.00,32.00,90.00,N
,2FXOFFICEXLABQ1:OFFICE_PARTITION_6_0_0,PROJECT PARTITION,0.50,1.696,2.857,46.00,46.00,32.00,90.00,N
,2FXOFFICEXLABQ1:OFFICE_FLOOR_0_0_10038,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,123.50,123.50,32.00,180.00,
,2FXOFFICEXLABQ1:OFFICE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,137.75,137.75,212.00,0.00,
,2FXOFFICEXLABQ1:AC_PARTITION_5_0_10072,PROJECT PARTITION,0.50,1.696,2.857,12.00,12.00,212.00,90.00,S
,2FXOFFICEXLABQ1:AC_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,28.00,28.00,122.00,90.00,E
,2FXOFFICEXLABQ1:AC_FLOOR_0_0_10039,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,21.00,21.00,32.00,180.00,
,2FXOFFICEXLABQ1:AC_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,21.00,21.00,212.00,0.00,
,2FXOFFICEXLABQ1:LAB_PARTITION_4_0_10073,PROJECT PARTITION_REV,0.50,1.696,2.857,46.00,46.00,212.00,90.00,S
,2FXOFFICEXLABQ1:LAB_PARTITION_3_0_10075,PROJECT PARTITION_REV,0.50,1.696,2.857,28.00,28.00,302.00,90.00,W
,2FXOFFICEXLABQ1:LAB_FLOOR_0_0_10040,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,70.00,70.00,32.00,180.00,
,2FXOFFICEXLABQ1:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,80.50,80.50,212.00,0.00,
,2FXMEETINGROOM1:ZONE1_FLOOR_0_0_10054,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,97.50,97.50,32.00,180.00,
,2FXMEETINGROOM1:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,97.50,97.50,212.00,0.00,
,3FXLAB:ZONE1_FLOOR_0_0_10055,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,78.75,78.75,32.00,180.00,
,3FXLAB:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,78.75,78.75,212.00,0.00,
,3FXLABXRESTROOM:RESTROOM_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,42.00,42.00,32.00,90.00,N
,3FXLABXRESTROOM:RESTROOM_FLOOR_0_0_10056,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,26.25,26.25,32.00,180.00,
,3FXLABXRESTROOM:RESTROOM_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,26.25,26.25,212.00,0.00,
,3FXLABXRESTROOM:LAB_PARTITION_5_0_10080,PROJECT PARTITION_REV,0.50,1.696,2.857,42.00,42.00,212.00,90.00,S
,3FXLABXRESTROOM:LAB_FLOOR_0_0_10058,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,78.72,78.72,32.00,180.00,
,3FXLABXRESTROOM:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,78.72,78.72,212.00,0.00,
,3FXMEETINGROOM:ZONE1_FLOOR_0_0_10065,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,97.50,97.50,32.00,180.00,
,3FXMEETINGROOM:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,82.50,82.50,212.00,0.00,
,2FXFFCXC1XDYLGHT:OFFICE_FLOOR_0_0_10044,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,214.50,214.50,32.00,180.00,
,2FXFFCXC1XDYLGHT:OFFICE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,227.50,227.50,212.00,0.00,
,3FXOFFICEXLAB1:OFFICE_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,30.00,30.00,32.00,90.00,N
,3FXOFFICEXLAB1:OFFICE_PARTITION_6_0_0,PROJECT PARTITION_REV,0.50,1.696,2.857,12.00,12.00,32.00,90.00,N
,3FXOFFICEXLAB1:OFFICE_FLOOR_0_0_10059,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,99.75,99.75,32.00,180.00,
,3FXOFFICEXLAB1:OFFICE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,99.75,99.75,212.00,0.00,
,3FXOFFICEXLAB1:LAB_PARTITION_5_0_10085,PROJECT PARTITION_REV,0.50,1.696,2.857,30.00,30.00,212.00,90.00,S
,3FXOFFICEXLAB1:LAB_PARTITION_2_0_0,PROJECT PARTITION_REV,0.50,1.696,2.857,28.00,28.00,122.00,90.00,E
,3FXOFFICEXLAB1:LAB_FLOOR_0_0_10064,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,52.50,52.50,32.00,180.00,
,3FXOFFICEXLAB1:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,52.50,52.50,212.00,0.00,
,3FXOFFICEXLAB1:AC_PARTITION_5_0_10086,PROJECT PARTITION,0.50,1.696,2.857,12.00,12.00,212.00,90.00,S
,3FXOFFICEXLAB1:AC_PARTITION_4_0_10088,PROJECT PARTITION,0.50,1.696,2.857,28.00,28.00,302.00,90.00,W
,3FXOFFICEXLAB1:AC_FLOOR_0_0_10062,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,21.00,21.00,32.00,180.00,
,3FXOFFICEXLAB1:AC_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,21.00,21.00,212.00,0.00,
,3FXOFFICEXLAB:OFFICE_PARTITION_2_0_0,PROJECT PARTITION_REV,0.50,1.696,2.857,12.00,12.00,32.00,90.00,N
,3FXOFFICEXLAB:OFFICE_PARTITION_6_0_0,PROJECT PARTITION,0.50,1.696,2.857,66.00,66.00,32.00,90.00,N
,3FXOFFICEXLAB:OFFICE_FLOOR_0_0_10071,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,137.75,137.75,32.00,180.00,
,3FXOFFICEXLAB:OFFICE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,166.25,166.25,212.00,0.00,
,3FXOFFICEXLAB:RESTROOM_PARTITION_5_0_10091,PROJECT PARTITION,0.50,1.696,2.857,12.00,12.00,212.00,90.00,S
,3FXOFFICEXLAB:RESTROOM_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,28.00,28.00,122.00,90.00,E
,3FXOFFICEXLAB:RESTROOM_FLOOR_0_0_10074,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,21.00,21.00,32.00,180.00,
,3FXOFFICEXLAB:RESTROOM_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,21.00,21.00,212.00,0.00,
,3FXOFFICEXLAB:LAB_PARTITION_4_0_10092,PROJECT PARTITION_REV,0.50,1.696,2.857,66.00,66.00,212.00,90.00,S
,3FXOFFICEXLAB:LAB_PARTITION_3_0_10094,PROJECT PARTITION_REV,0.50,1.696,2.857,28.00,28.00,302.00,90.00,W
,3FXOFFICEXLAB:LAB_FLOOR_0_0_10076,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,80.50,80.50,32.00,180.00,
,3FXOFFICEXLAB:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,101.50,101.50,212.00,0.00,
,3FXLABXRESTROOM1:RESTROOM_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,78.00,78.00,32.00,90.00,N
,3FXLABXRESTROOM1:RESTROOM_FLOOR_0_0_10067,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,36.25,36.25,32.00,180.00,
,3FXLABXRESTROOM1:RESTROOM_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,36.25,36.25,212.00,0.00,
,3FXLABXRESTROOM1:LAB_PARTITION_5_0_10097,PROJECT PARTITION_REV,0.50,1.696,2.857,78.00,78.00,212.00,90.00,S
,3FXLABXRESTROOM1:LAB_FLOOR_0_0_10069,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,108.70,108.70,32.00,180.00,
,3FXLABXRESTROOM1:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,108.70,108.70,212.00,0.00,
,3FXLAB1:ZONE1_FLOOR_0_0_10070,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,108.75,108.75,32.00,180.00,
,3FXLAB1:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,123.75,123.75,212.00,0.00,
,3FXMEETINGROOM1:ZONE1_FLOOR_0_0_10077,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,97.50,97.50,32.00,180.00,
,3FXMEETINGROOM1:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,82.50,82.50,212.00,0.00,
,4FXLAB:ZONE1_FLOOR_0_0_10078,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,78.75,78.75,32.00,180.00,
,4FXLAB:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,97.50,97.50,212.00,0.00,
,4FXLABXRESTROOM:RESTROOM_PARTITION_2_0_0,PROJECT PARTITION,0.50,1.696,2.857,52.00,52.00,32.00,90.00,N
,4FXLABXRESTROOM:RESTROOM_FLOOR_0_0_10079,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,26.25,26.25,32.00,180.00,
,4FXLABXRESTROOM:RESTROOM_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,32.50,32.50,212.00,0.00,
,4FXLABXRESTROOM:LAB_PARTITION_5_0_10103,PROJECT PARTITION_REV,0.50,1.696,2.857,52.00,52.00,212.00,90.00,S
,4FXLABXRESTROOM:LAB_FLOOR_0_0_10081,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,78.72,78.72,32.00,180.00,
,4FXLABXRESTROOM:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,97.46,97.46,212.00,0.00,
,4FXMEETINGROOM:ZONE1_FLOOR_0_0_10082,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,82.50,82.50,32.00,180.00,
,4FXMEETINGROOM:ZONE1_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,82.50,82.50,212.00,0.00,
,4FXOFFICEXLAB:OFFICE_PARTITION_2_0_0,PROJECT PARTITION_REV,0.50,1.696,2.857,12.00,12.00,32.00,90.00,N
,4FXOFFICEXLAB:OFFICE_PARTITION_3_0_0,PROJECT PARTITION,0.50,1.696,2.857,56.00,56.00,32.00,90.00,N
,4FXOFFICEXLAB:OFFICE_FLOOR_0_0_10084,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,99.75,99.75,32.00,180.00,
,4FXOFFICEXLAB:OFFICE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,143.00,143.00,212.00,0.00,
,4FXOFFICEXLAB:AC_PARTITION_5_0_10107,PROJECT PARTITION,0.50,1.696,2.857,12.00,12.00,212.00,90.00,S
,4FXOFFICEXLAB:AC_PARTITION_4_0_0,PROJECT PARTITION,0.50,1.696,2.857,28.00,28.00,302.00,90.00,W
,4FXOFFICEXLAB:AC_FLOOR_0_0_10089,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,21.00,21.00,32.00,180.00,
,4FXOFFICEXLAB:AC_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,21.00,21.00,212.00,0.00,
,4FXOFFICEXLAB:LAB_PARTITION_5_0_10108,PROJECT PARTITION_REV,0.50,1.696,2.857,56.00,56.00,212.00,90.00,S
,4FXOFFICEXLAB:LAB_PARTITION_2_0_10110,PROJECT PARTITION_REV,0.50,1.696,2.857,28.00,28.00,122.00,90.00,E
,4FXOFFICEXLAB:LAB_FLOOR_0_0_10087,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,52.50,52.50,32.00,180.00,
,4FXOFFICEXLAB:LAB_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,70.00,70.00,212.00,0.00,
,4FXOFFICEXLAB1:OFFICE_PARTITION_2_0_0,PROJECT PARTITION_REV,0.50,1.696,2.857,12.00,12.00,32.00,90.00,N
,4FXOFFICEXLAB1:OFFICE_PARTITION_6_0_0,PROJECT PARTITION,0.50,1.696,2.857,58.00,58.00,32.00,90.00,N
,4FXOFFICEXLAB1:OFFICE_FLOOR_0_0_10090,PROJECT INTERNAL FLOOR_REVERSED_REV,0.40,2.934,14.000,166.25,166.25,32.00,180.00,
,4FXOFFICEXLAB1:OFFICE_CEILING_1_0_0,PROJECT INTERNAL FLOOR_REVERSED,0.40,2.934,14.000,143.00,143.00,212.00,0.00,
